,amount,close,count,high,id,low,open,vol,date
0,65063.13101659028,59.096,3586,59.413,1572555600,58.747,59.341,384064,2019-11-01 05:00:00
1,49765.772310660905,59.093,2436,59.319,1572559200,58.743,59.105,293992,2019-11-01 06:00:00
2,27309.045019499932,59.289,1481,59.472,1572562800,59.0,59.087,161572,2019-11-01 07:00:00
3,17318.468540490238,59.155,1047,59.313,1572566400,58.942,59.313,102314,2019-11-01 08:00:00
4,22332.24295527418,58.899,1214,59.297,1572570000,58.898,59.157,131876,2019-11-01 09:00:00
5,51633.8210563059,58.934,2791,59.006,1572573600,58.455,58.898,303052,2019-11-01 10:00:00
6,28991.847377824077,58.608,1390,58.973,1572577200,58.484,58.928,170050,2019-11-01 11:00:00
7,32744.350112043267,58.813,1234,58.85,1572580800,58.321,58.607,191924,2019-11-01 12:00:00
8,11397.876369025038,58.705,586,58.88,1572584400,58.684,58.805,67028,2019-11-01 13:00:00
9,30045.764067819786,59.133,2266,59.266,1572588000,58.536,58.706,177226,2019-11-01 14:00:00
10,37337.69990468836,58.76,2413,59.524,1572591600,58.706,59.132,220628,2019-11-01 15:00:00
11,64877.97790094587,59.216,3844,59.498,1572595200,58.731,58.748,384172,2019-11-01 16:00:00
12,28269.081952988105,58.835,1790,59.178,1572598800,58.747,59.172,166656,2019-11-01 17:00:00
13,39906.81483219055,59.189,2382,59.296,1572602400,58.679,58.815,235644,2019-11-01 18:00:00
14,74648.90841105816,59.206,3992,59.838,1572606000,59.074,59.169,443514,2019-11-01 19:00:00
15,39910.47074833871,59.284,1882,59.391,1572609600,58.856,59.199,235976,2019-11-01 20:00:00
16,83240.16941593897,58.625,5221,59.358,1572613200,58.371,59.252,488308,2019-11-01 21:00:00
17,47470.99578482913,58.798,3083,58.798,1572616800,58.226,58.628,277514,2019-11-01 22:00:00
18,66021.78109272571,58.04,4738,59.3,1572620400,58.0,58.772,387748,2019-11-01 23:00:00
19,151558.28879376504,58.583,7088,58.789,1572624000,57.63,58.002,880902,2019-11-02 00:00:00
20,33391.76469775267,58.601,1970,58.804,1572627600,58.444,58.581,195690,2019-11-02 01:00:00
21,23056.506304729424,58.68,1140,58.884,1572631200,58.539,58.609,135418,2019-11-02 02:00:00
22,20895.678119054046,58.694,1337,58.826,1572634800,58.522,58.692,122540,2019-11-02 03:00:00
23,28293.437707639136,59.2,2660,59.2,1572638400,58.714,58.714,166854,2019-11-02 04:00:00
24,40094.82344113133,59.495,2412,59.6,1572642000,59.147,59.199,238188,2019-11-02 05:00:00
25,29403.19864677861,59.186,1618,59.68,1572645600,59.106,59.5,174648,2019-11-02 06:00:00
26,23606.43051046106,59.355,1356,59.478,1572649200,59.173,59.173,140032,2019-11-02 07:00:00
27,28567.45378050459,59.33,1695,59.503,1572652800,59.038,59.364,169348,2019-11-02 08:00:00
28,21786.604706155056,59.191,1357,59.513,1572656400,59.157,59.32,129366,2019-11-02 09:00:00
29,15770.176739331611,59.361,928,59.361,1572660000,59.011,59.195,93324,2019-11-02 10:00:00
30,26716.699527874673,59.224,1198,59.412,1572663600,59.183,59.376,158542,2019-11-02 11:00:00
31,22467.012379984935,58.98,1124,59.261,1572667200,58.971,59.224,132734,2019-11-02 12:00:00
32,14466.355629709791,59.117,1013,59.216,1572670800,58.935,58.978,85510,2019-11-02 13:00:00
33,17018.27015610163,59.131,1183,59.213,1572674400,59.0,59.121,100550,2019-11-02 14:00:00
34,17108.81682687891,59.219,1058,59.232,1572678000,59.048,59.116,101252,2019-11-02 15:00:00
35,46085.427964467744,58.8,1923,59.284,1572681600,58.668,59.218,271818,2019-11-02 16:00:00
36,15793.19399565794,58.959,1017,59.168,1572685200,58.801,58.801,93172,2019-11-02 17:00:00
37,8807.146225741553,59.061,543,59.138,1572688800,58.913,58.957,51980,2019-11-02 18:00:00
38,22045.23361702944,59.307,1502,59.449,1572692400,59.053,59.053,130716,2019-11-02 19:00:00
39,100514.58225139741,59.458,3764,59.6,1572696000,58.876,59.319,595742,2019-11-02 20:00:00
40,47253.23690644111,59.627,1925,59.686,1572699600,59.362,59.468,281260,2019-11-02 21:00:00
41,29955.727009036396,59.455,1740,59.68,1572703200,59.376,59.639,178400,2019-11-02 22:00:00
42,28643.753999686913,59.56,1547,59.593,1572706800,59.2,59.46,170008,2019-11-02 23:00:00
43,87753.27016478076,59.988,3601,60.3,1572710400,59.347,59.56,525810,2019-11-03 00:00:00
44,32164.772178100706,59.801,1539,60.203,1572714000,59.645,59.987,192668,2019-11-03 01:00:00
45,6878.544909253043,59.801,517,59.986,1572717600,59.738,59.8,41162,2019-11-03 02:00:00
46,21689.49853709876,59.647,1364,59.796,1572721200,59.435,59.784,129232,2019-11-03 03:00:00
47,27157.421426624063,59.164,1822,59.635,1572724800,59.033,59.623,160854,2019-11-03 04:00:00
48,26037.13024732235,58.872,1586,59.175,1572728400,58.809,59.17,153570,2019-11-03 05:00:00
49,13690.843660481114,59.147,758,59.17,1572732000,58.751,58.861,80590,2019-11-03 06:00:00
50,6577.40049317641,59.24,636,59.351,1572735600,59.064,59.146,38946,2019-11-03 07:00:00
51,13116.440770609113,59.262,787,59.52,1572739200,59.226,59.24,77858,2019-11-03 08:00:00
52,12700.356387632759,59.207,867,59.269,1572742800,59.0,59.255,75062,2019-11-03 09:00:00
53,41070.644427475614,59.516,1990,59.7,1572746400,59.158,59.22,244290,2019-11-03 10:00:00
54,14135.449530209307,59.371,948,59.572,1572750000,59.234,59.516,83888,2019-11-03 11:00:00
55,36195.61565831408,59.164,2060,59.494,1572753600,58.927,59.374,214158,2019-11-03 12:00:00
56,36397.733922066276,59.045,1483,59.16,1572757200,58.7,59.149,214434,2019-11-03 13:00:00
57,6742.5174318056315,58.915,499,59.122,1572760800,58.894,59.053,39784,2019-11-03 14:00:00
58,17688.98123682277,58.793,902,59.08,1572764400,58.772,58.933,104246,2019-11-03 15:00:00
59,59603.92769345997,58.598,2233,58.8,1572768000,58.305,58.794,349148,2019-11-03 16:00:00
60,16511.650989994116,58.586,904,58.749,1572771600,58.474,58.594,96790,2019-11-03 17:00:00
61,68294.4526823271,58.375,3051,58.587,1572775200,58.016,58.587,397842,2019-11-03 18:00:00
62,21907.20752126088,58.472,961,58.559,1572778800,58.244,58.357,127972,2019-11-03 19:00:00
63,17944.310608885105,58.486,810,58.584,1572782400,58.166,58.471,104828,2019-11-03 20:00:00
64,16164.381714222269,58.399,736,58.5,1572786000,58.241,58.481,94356,2019-11-03 21:00:00
65,17213.825210413663,58.427,925,58.563,1572789600,58.278,58.408,100580,2019-11-03 22:00:00
66,14512.67614481879,58.735,1035,58.749,1572793200,58.4,58.418,85092,2019-11-03 23:00:00
67,21355.27964672023,58.61,873,58.8,1572796800,58.448,58.694,125240,2019-11-04 00:00:00
68,17816.462425236696,58.486,1394,58.636,1572800400,58.278,58.613,104080,2019-11-04 01:00:00
69,7184.542242055222,58.523,916,58.535,1572804000,58.297,58.505,41958,2019-11-04 02:00:00
70,6282.987169933781,58.45,532,58.688,1572807600,58.426,58.509,36796,2019-11-04 03:00:00
71,12789.415365284392,58.711,761,58.853,1572811200,58.424,58.445,75084,2019-11-04 04:00:00
72,14400.612618580819,58.825,1317,58.88,1572814800,58.398,58.717,84554,2019-11-04 05:00:00
73,73108.43379651051,59.562,3284,59.666,1572818400,58.811,58.811,434210,2019-11-04 06:00:00
74,30583.967104842613,59.197,1484,59.686,1572822000,59.148,59.562,181684,2019-11-04 07:00:00
75,26715.68529157716,59.056,1154,59.47,1572825600,58.782,59.201,157894,2019-11-04 08:00:00
76,11530.220896949006,59.3,723,59.3,1572829200,58.91,59.044,68112,2019-11-04 09:00:00
77,16690.84723647881,59.159,812,59.375,1572832800,59.117,59.3,98910,2019-11-04 10:00:00
78,25787.872007123475,59.097,850,59.292,1572836400,58.96,59.158,152426,2019-11-04 11:00:00
79,19827.691789745186,58.91,966,59.102,1572840000,58.8,59.089,116908,2019-11-04 12:00:00
